investor_sector,project_sector,investor_location,project_location,investor_risk,project_risk,investor_size,project_size,past_return,expected_return,cosine_similarity,suitability_score,final_label
agriculture,tech,jeddah,riyadh,high,medium,medium,large,0.072,0.139,0.246,3,0
real_estate,real_estate,riyadh,riyadh,medium,high,large,large,0.145,0.13,0.756,4,0
real_estate,agriculture,dammam,dammam,high,high,small,medium,0.097,0.173,0.274,4,0
real_estate,real_estate,dammam,jeddah,low,high,large,small,0.124,0.13,0.998,3,1
real_estate,real_estate,riyadh,jeddah,medium,medium,medium,small,0.176,0.121,0.286,4,0
agriculture,tech,dammam,riyadh,medium,high,large,large,0.144,0.152,0.538,2,0
real_estate,tech,dammam,riyadh,low,high,medium,large,0.179,0.152,0.328,0,0
tech,tech,riyadh,riyadh,medium,medium,small,small,0.164,0.194,0.574,7,1
agriculture,real_estate,dammam,jeddah,medium,medium,large,medium,0.115,0.125,0.032,3,0
agriculture,agriculture,riyadh,riyadh,medium,low,small,small,0.176,0.116,0.502,6,0
real_estate,real_estate,riyadh,dammam,medium,medium,large,large,0.097,0.211,0.726,6,1
tech,tech,dammam,riyadh,medium,low,large,small,0.134,0.173,0.999,5,1
tech,real_estate,riyadh,riyadh,medium,medium,small,small,0.136,0.174,0.772,5,1
tech,agriculture,riyadh,riyadh,medium,medium,medium,small,0.169,0.124,0.289,3,0
agriculture,tech,dammam,riyadh,high,medium,small,medium,0.074,0.163,0.484,3,0
tech,tech,jeddah,jeddah,high,low,medium,medium,0.144,0.152,0.768,7,1
tech,real_estate,jeddah,dammam,medium,low,small,small,0.173,0.192,0.578,4,0
agriculture,tech,riyadh,riyadh,low,medium,small,large,0.102,0.139,0.998,2,1
tech,tech,riyadh,riyadh,medium,medium,medium,medium,0.117,0.163,0.528,7,1
agriculture,agriculture,riyadh,dammam,high,low,medium,medium,0.118,0.136,0.76,6,1
agriculture,agriculture,dammam,riyadh,medium,low,medium,small,0.137,0.177,0.773,5,1
tech,tech,riyadh,riyadh,high,low,large,small,0.079,0.15,0.737,6,1
real_estate,real_estate,riyadh,dammam,medium,low,medium,large,0.147,0.091,0.249,4,0
real_estate,agriculture,riyadh,jeddah,high,medium,small,large,0.144,0.101,0.26,2,0
agriculture,agriculture,jeddah,jeddah,low,medium,large,large,0.165,0.181,0.998,5,1
tech,real_estate,riyadh,jeddah,medium,medium,large,medium,0.089,0.125,0.014,3,0
agriculture,agriculture,dammam,jeddah,high,medium,large,large,0.176,0.181,0.147,6,0
tech,agriculture,riyadh,dammam,medium,medium,large,small,0.089,0.201,0.034,3,0
real_estate,real_estate,dammam,dammam,high,medium,medium,medium,0.155,0.201,0.785,7,1
real_estate,tech,dammam,riyadh,medium,medium,large,small,0.106,0.187,0.98,3,1
tech,real_estate,dammam,dammam,medium,medium,medium,medium,0.139,0.201,0.776,5,1
tech,agriculture,riyadh,riyadh,medium,low,large,small,0.15,0.177,0.334,4,0
agriculture,agriculture,riyadh,riyadh,high,medium,large,small,0.159,0.139,0.984,5,1
agriculture,agriculture,dammam,riyadh,low,medium,small,large,0.124,0.191,0.539,3,0
real_estate,agriculture,jeddah,riyadh,medium,low,large,small,0.124,0.119,0.273,2,0
tech,real_estate,riyadh,dammam,medium,medium,small,small,0.136,0.096,0.495,3,0
real_estate,tech,riyadh,dammam,high,medium,small,small,0.142,0.117,0.276,3,0
tech,agriculture,riyadh,riyadh,medium,low,small,small,0.164,0.177,0.78,5,1
agriculture,agriculture,jeddah,riyadh,medium,medium,large,small,0.14,0.158,0.999,5,1
real_estate,agriculture,dammam,riyadh,high,low,medium,small,0.076,0.177,0.481,3,0
tech,tech,riyadh,jeddah,medium,low,large,medium,0.1,0.128,0.755,5,1
real_estate,real_estate,jeddah,dammam,high,medium,large,large,0.116,0.211,0.752,6,1
tech,real_estate,jeddah,jeddah,medium,high,medium,medium,0.104,0.08,0.988,2,1
real_estate,agriculture,jeddah,dammam,low,low,medium,small,0.073,0.182,0.474,3,0
agriculture,agriculture,jeddah,riyadh,medium,medium,medium,small,0.161,0.124,0.059,4,0
real_estate,tech,riyadh,riyadh,low,low,small,small,0.173,0.173,0.778,5,1
tech,tech,riyadh,dammam,medium,medium,small,small,0.136,0.128,0.757,5,1
real_estate,real_estate,dammam,dammam,medium,low,medium,large,0.087,0.091,0.75,6,1
tech,tech,dammam,riyadh,medium,high,medium,small,0.151,0.098,0.256,2,0
agriculture,tech,jeddah,riyadh,low,low,small,small,0.099,0.173,0.512,4,0
agriculture,tech,riyadh,riyadh,high,low,small,small,0.075,0.183,0.477,5,0
agriculture,tech,jeddah,dammam,high,medium,small,large,0.139,0.206,0.34,3,0
agriculture,agriculture,jeddah,jeddah,medium,medium,medium,large,0.161,0.085,0.7,5,1
tech,tech,jeddah,dammam,high,high,small,small,0.108,0.193,0.749,6,1
tech,tech,riyadh,riyadh,high,medium,large,large,0.106,0.114,0.509,7,1
real_estate,agriculture,riyadh,dammam,medium,high,large,medium,0.105,0.173,0.05,1,0
tech,agriculture,jeddah,jeddah,medium,medium,medium,medium,0.092,0.173,0.504,5,0
agriculture,agriculture,dammam,dammam,high,high,large,large,0.144,0.171,0.549,7,1
real_estate,real_estate,jeddah,riyadh,low,high,large,large,0.163,0.13,0.295,3,0
tech,tech,riyadh,dammam,low,low,small,small,0.116,0.141,0.761,6,1
real_estate,real_estate,riyadh,riyadh,low,low,medium,medium,0.075,0.201,0.697,7,1
tech,real_estate,riyadh,dammam,medium,medium,small,small,0.106,0.121,0.023,4,0
real_estate,agriculture,jeddah,jeddah,medium,medium,large,large,0.09,0.181,0.733,5,1
tech,agriculture,dammam,dammam,high,low,small,medium,0.132,0.136,0.997,4,1
real_estate,tech,riyadh,dammam,medium,medium,medium,small,0.174,0.128,0.518,2,0
agriculture,real_estate,riyadh,riyadh,low,low,medium,medium,0.098,0.201,0.733,5,1
real_estate,real_estate,jeddah,dammam,high,low,large,large,0.118,0.08,0.733,5,1
real_estate,tech,jeddah,jeddah,medium,medium,small,small,0.104,0.115,0.754,5,1
real_estate,agriculture,riyadh,jeddah,high,low,small,large,0.144,0.197,0.997,3,1
tech,real_estate,riyadh,dammam,high,low,large,small,0.106,0.192,0.289,3,0
tech,agriculture,riyadh,dammam,medium,medium,small,small,0.175,0.201,0.792,4,1
agriculture,agriculture,riyadh,jeddah,medium,medium,small,small,0.142,0.169,0.774,6,1
agriculture,tech,jeddah,jeddah,medium,medium,medium,medium,0.08,0.171,0.014,5,0
real_estate,tech,riyadh,dammam,medium,medium,small,large,0.151,0.15,0.311,2,0
agriculture,tech,dammam,dammam,high,medium,large,large,0.162,0.206,0.789,5,1
agriculture,real_estate,jeddah,riyadh,low,medium,large,small,0.103,0.174,0.282,1,0
tech,agriculture,dammam,jeddah,high,medium,small,small,0.078,0.101,0.501,4,0
agriculture,tech,riyadh,dammam,medium,medium,large,large,0.151,0.15,0.767,3,0
tech,tech,riyadh,jeddah,high,low,large,medium,0.106,0.128,0.757,5,1
agriculture,tech,dammam,riyadh,medium,high,small,small,0.089,0.098,0.751,2,0
real_estate,real_estate,riyadh,riyadh,medium,high,small,medium,0.091,0.176,0.502,4,0
real_estate,real_estate,riyadh,jeddah,high,low,large,large,0.095,0.182,0.739,6,1
agriculture,agriculture,dammam,riyadh,high,high,medium,medium,0.128,0.178,0.769,6,1
tech,tech,riyadh,riyadh,medium,low,small,small,0.164,0.183,0.567,7,1
real_estate,real_estate,riyadh,riyadh,medium,low,medium,medium,0.153,0.201,0.569,7,1
agriculture,real_estate,dammam,jeddah,low,high,medium,medium,0.079,0.08,0.999,2,1
real_estate,tech,riyadh,riyadh,medium,high,large,large,0.145,0.152,0.31,3,0
agriculture,real_estate,jeddah,jeddah,low,medium,small,small,0.099,0.121,1.0,3,1
real_estate,real_estate,jeddah,riyadh,high,low,medium,medium,0.158,0.201,0.787,6,1
agriculture,agriculture,dammam,dammam,high,medium,large,medium,0.162,0.094,0.71,5,1
real_estate,agriculture,riyadh,riyadh,medium,medium,large,small,0.097,0.158,0.033,4,0
tech,tech,jeddah,riyadh,high,high,small,medium,0.108,0.181,0.753,5,1
tech,tech,jeddah,jeddah,medium,low,medium,medium,0.107,0.128,0.514,7,1
tech,tech,jeddah,riyadh,low,high,medium,small,0.176,0.098,0.253,2,0
tech,tech,riyadh,riyadh,medium,medium,large,large,0.084,0.117,0.503,7,1
real_estate,real_estate,jeddah,jeddah,medium,high,medium,medium,0.076,0.08,0.25,5,0
real_estate,real_estate,dammam,jeddah,high,medium,small,large,0.145,0.192,0.779,5,1
real_estate,real_estate,jeddah,jeddah,high,high,medium,medium,0.103,0.121,0.511,7,1
tech,agriculture,jeddah,jeddah,high,medium,small,small,0.108,0.169,0.756,5,1
agriculture,tech,riyadh,riyadh,high,low,small,small,0.08,0.173,0.014,5,0
tech,real_estate,jeddah,riyadh,low,medium,small,small,0.151,0.174,0.11,2,0
agriculture,agriculture,dammam,riyadh,high,low,medium,small,0.128,0.177,0.769,5,1
tech,agriculture,riyadh,jeddah,low,medium,small,large,0.118,0.181,0.072,1,0
real_estate,agriculture,dammam,jeddah,low,medium,large,medium,0.154,0.158,0.096,1,0
agriculture,tech,jeddah,riyadh,high,high,medium,small,0.087,0.098,0.751,3,0
real_estate,real_estate,jeddah,jeddah,medium,medium,small,medium,0.107,0.125,0.757,6,1
tech,tech,jeddah,dammam,low,medium,small,small,0.168,0.083,0.233,3,0
agriculture,tech,jeddah,jeddah,medium,medium,large,large,0.131,0.142,0.763,5,1
tech,agriculture,jeddah,jeddah,high,medium,large,large,0.092,0.085,0.002,4,0
tech,real_estate,jeddah,dammam,medium,medium,medium,medium,0.17,0.201,1.0,4,1
real_estate,agriculture,riyadh,riyadh,medium,medium,small,small,0.151,0.124,0.517,4,0
real_estate,agriculture,dammam,riyadh,low,medium,large,small,0.105,0.124,0.512,1,0
agriculture,agriculture,jeddah,jeddah,medium,medium,small,small,0.155,0.169,0.554,7,1
tech,tech,dammam,dammam,medium,medium,medium,medium,0.139,0.175,0.548,7,1
agriculture,agriculture,jeddah,jeddah,high,low,small,large,0.119,0.197,0.759,6,1
tech,tech,jeddah,riyadh,low,medium,large,small,0.108,0.194,0.749,3,0
agriculture,agriculture,dammam,dammam,low,medium,large,small,0.131,0.201,0.327,4,0
real_estate,tech,dammam,dammam,low,medium,medium,large,0.121,0.206,0.759,2,0
real_estate,real_estate,riyadh,dammam,medium,low,medium,large,0.176,0.091,0.917,4,1
tech,real_estate,dammam,riyadh,medium,high,large,small,0.078,0.085,0.25,1,0
real_estate,agriculture,riyadh,riyadh,medium,medium,large,large,0.105,0.191,0.746,5,1
real_estate,real_estate,dammam,riyadh,medium,low,large,medium,0.173,0.201,0.376,5,0
real_estate,agriculture,dammam,jeddah,high,medium,medium,small,0.16,0.101,0.49,2,0
agriculture,agriculture,jeddah,riyadh,high,medium,small,small,0.144,0.124,0.752,5,1
real_estate,agriculture,jeddah,jeddah,high,medium,medium,large,0.105,0.085,0.99,3,1
agriculture,real_estate,jeddah,jeddah,medium,medium,medium,small,0.135,0.121,0.99,3,1
tech,tech,riyadh,riyadh,medium,medium,large,large,0.096,0.118,0.508,7,1
real_estate,tech,riyadh,riyadh,high,medium,large,large,0.093,0.118,0.26,5,0
tech,agriculture,riyadh,dammam,medium,medium,medium,large,0.169,0.162,0.553,2,0
agriculture,agriculture,dammam,jeddah,medium,high,medium,small,0.08,0.089,0.501,3,0
agriculture,tech,riyadh,riyadh,low,medium,small,large,0.129,0.114,0.511,1,0
real_estate,real_estate,riyadh,dammam,medium,low,large,large,0.088,0.08,0.748,5,1
real_estate,agriculture,dammam,jeddah,medium,medium,small,medium,0.123,0.109,0.749,2,0
real_estate,real_estate,dammam,jeddah,medium,medium,medium,small,0.087,0.112,0.752,5,1
tech,real_estate,dammam,dammam,medium,low,large,small,0.115,0.192,0.074,4,0
tech,real_estate,jeddah,riyadh,low,high,small,large,0.151,0.13,0.292,0,0
tech,agriculture,dammam,dammam,medium,low,small,small,0.166,0.182,0.783,5,1
tech,tech,jeddah,jeddah,medium,medium,large,large,0.099,0.142,0.512,7,1
real_estate,real_estate,riyadh,dammam,high,high,medium,medium,0.179,0.206,0.386,6,0
tech,tech,dammam,riyadh,medium,medium,large,small,0.159,0.159,0.771,5,1
real_estate,real_estate,dammam,dammam,high,low,small,small,0.09,0.192,0.727,7,1
agriculture,agriculture,jeddah,jeddah,high,medium,small,small,0.144,0.169,0.548,7,1
agriculture,real_estate,jeddah,dammam,low,low,large,large,0.133,0.091,0.251,3,0
real_estate,real_estate,dammam,riyadh,high,low,small,medium,0.097,0.201,0.732,5,1
real_estate,real_estate,jeddah,jeddah,medium,low,large,large,0.149,0.182,0.558,7,1
tech,tech,riyadh,riyadh,medium,high,large,large,0.15,0.152,0.313,5,0
agriculture,agriculture,dammam,riyadh,medium,medium,medium,small,0.092,0.124,0.507,5,0
real_estate,agriculture,dammam,riyadh,high,medium,medium,large,0.074,0.191,0.936,3,1
tech,agriculture,riyadh,riyadh,medium,high,large,medium,0.154,0.15,0.54,1,0
agriculture,real_estate,dammam,dammam,high,low,medium,small,0.128,0.192,0.544,4,0
real_estate,tech,jeddah,jeddah,medium,medium,small,small,0.131,0.138,0.998,5,1
real_estate,real_estate,jeddah,jeddah,high,medium,large,small,0.11,0.112,0.753,6,1
tech,tech,jeddah,jeddah,medium,medium,medium,small,0.157,0.136,0.756,5,1
agriculture,agriculture,dammam,riyadh,high,low,small,small,0.074,0.119,0.745,6,1
tech,real_estate,riyadh,riyadh,medium,high,large,medium,0.089,0.191,0.263,2,0
real_estate,agriculture,riyadh,dammam,high,low,medium,small,0.179,0.125,0.292,2,0
agriculture,tech,riyadh,jeddah,high,medium,small,large,0.075,0.142,0.249,3,0
agriculture,agriculture,dammam,riyadh,medium,low,large,small,0.109,0.116,0.755,5,1
real_estate,tech,riyadh,riyadh,high,medium,large,medium,0.1,0.186,0.048,4,0
agriculture,tech,jeddah,jeddah,medium,medium,medium,small,0.086,0.136,0.014,4,0
real_estate,real_estate,jeddah,dammam,low,medium,medium,medium,0.096,0.201,0.958,4,1
agriculture,tech,jeddah,jeddah,low,medium,large,large,0.167,0.177,0.348,3,0
tech,real_estate,riyadh,riyadh,medium,low,small,medium,0.136,0.201,0.554,4,0
agriculture,agriculture,jeddah,riyadh,medium,low,large,small,0.171,0.119,0.283,4,0
agriculture,agriculture,dammam,jeddah,medium,low,medium,large,0.08,0.197,0.709,5,1
agriculture,tech,dammam,riyadh,low,medium,large,large,0.166,0.114,0.276,1,0
tech,tech,riyadh,dammam,medium,medium,small,small,0.16,0.083,0.93,5,1
tech,tech,dammam,riyadh,low,low,small,small,0.161,0.15,0.765,5,1
real_estate,tech,jeddah,dammam,high,low,medium,small,0.114,0.141,0.281,3,0
real_estate,tech,dammam,riyadh,medium,medium,small,small,0.095,0.194,0.273,4,0
agriculture,real_estate,jeddah,dammam,low,medium,large,small,0.103,0.096,0.255,0,0
tech,tech,jeddah,jeddah,high,medium,large,small,0.163,0.115,0.734,5,1
real_estate,agriculture,riyadh,riyadh,high,high,small,small,0.142,0.172,0.774,5,1
real_estate,tech,jeddah,riyadh,medium,medium,small,large,0.129,0.139,0.999,3,1
real_estate,real_estate,jeddah,dammam,medium,medium,small,medium,0.129,0.201,0.989,5,1
real_estate,tech,dammam,dammam,medium,medium,large,small,0.073,0.128,0.249,4,0
tech,tech,riyadh,dammam,low,medium,medium,small,0.146,0.083,0.949,2,0
agriculture,agriculture,jeddah,jeddah,medium,medium,medium,medium,0.135,0.158,0.307,7,0
real_estate,agriculture,riyadh,dammam,high,high,large,small,0.093,0.215,0.269,3,0
tech,tech,jeddah,jeddah,medium,medium,medium,medium,0.157,0.171,0.777,7,1
real_estate,real_estate,jeddah,dammam,high,medium,large,medium,0.11,0.201,0.748,5,1
agriculture,tech,dammam,dammam,high,medium,small,small,0.105,0.093,0.254,4,0
tech,tech,dammam,dammam,medium,medium,medium,small,0.125,0.128,0.28,6,0
agriculture,agriculture,jeddah,dammam,medium,low,small,medium,0.075,0.081,0.75,5,1
tech,tech,jeddah,riyadh,high,medium,small,small,0.108,0.194,0.749,6,1
real_estate,agriculture,riyadh,dammam,low,high,medium,small,0.155,0.215,0.367,1,0
real_estate,real_estate,jeddah,jeddah,medium,medium,medium,medium,0.098,0.147,0.994,7,1
tech,tech,dammam,jeddah,medium,medium,small,medium,0.121,0.114,0.027,4,0
real_estate,real_estate,jeddah,jeddah,high,medium,medium,medium,0.114,0.147,0.522,7,1
tech,agriculture,riyadh,dammam,medium,high,large,small,0.154,0.153,0.09,0,0
tech,agriculture,riyadh,riyadh,low,low,large,small,0.163,0.177,0.998,4,1
tech,tech,riyadh,dammam,high,medium,large,small,0.089,0.093,0.253,5,0
tech,tech,riyadh,riyadh,medium,medium,small,large,0.18,0.139,0.749,5,1
real_estate,tech,dammam,jeddah,low,low,medium,medium,0.179,0.128,0.517,3,0
real_estate,real_estate,dammam,dammam,high,high,large,medium,0.111,0.206,0.972,6,1
real_estate,tech,jeddah,dammam,low,medium,medium,small,0.096,0.128,0.509,1,0
real_estate,real_estate,jeddah,jeddah,medium,medium,small,medium,0.085,0.125,0.75,6,1
real_estate,real_estate,jeddah,jeddah,high,medium,medium,medium,0.089,0.125,0.505,7,1
tech,real_estate,jeddah,jeddah,medium,medium,large,large,0.155,0.192,0.783,5,1
agriculture,tech,jeddah,riyadh,low,high,large,large,0.165,0.152,0.988,1,0
tech,agriculture,dammam,dammam,medium,low,large,medium,0.138,0.136,0.292,3,0
real_estate,real_estate,jeddah,jeddah,high,medium,small,small,0.155,0.121,0.744,6,1
agriculture,real_estate,dammam,dammam,high,high,small,medium,0.108,0.206,0.968,4,1
agriculture,real_estate,dammam,dammam,medium,low,small,large,0.107,0.08,0.247,3,0
agriculture,agriculture,dammam,riyadh,medium,medium,small,small,0.143,0.139,0.297,5,0
agriculture,real_estate,jeddah,riyadh,medium,high,large,large,0.151,0.13,0.292,1,0
real_estate,tech,riyadh,jeddah,medium,medium,medium,small,0.176,0.183,0.995,3,1
agriculture,agriculture,riyadh,riyadh,medium,medium,medium,large,0.125,0.191,0.766,6,1
agriculture,agriculture,riyadh,riyadh,medium,medium,small,large,0.094,0.191,0.733,6,1
agriculture,agriculture,dammam,jeddah,high,medium,large,medium,0.152,0.173,0.777,5,1
real_estate,agriculture,jeddah,riyadh,medium,high,medium,medium,0.128,0.178,0.312,2,0
agriculture,agriculture,riyadh,dammam,medium,low,large,medium,0.153,0.081,0.703,4,0
tech,tech,riyadh,riyadh,medium,medium,large,large,0.158,0.118,0.74,6,1
agriculture,real_estate,dammam,dammam,medium,low,small,small,0.139,0.192,0.333,5,0
agriculture,agriculture,riyadh,dammam,low,low,medium,small,0.101,0.125,0.755,5,1
agriculture,agriculture,dammam,jeddah,medium,medium,medium,medium,0.076,0.158,0.73,6,1
tech,agriculture,dammam,dammam,medium,low,large,small,0.179,0.125,0.513,3,0
real_estate,real_estate,dammam,dammam,medium,medium,medium,small,0.087,0.096,0.751,6,1
tech,agriculture,dammam,jeddah,medium,medium,small,large,0.102,0.085,0.25,2,0
tech,tech,jeddah,riyadh,medium,medium,small,large,0.173,0.114,0.051,4,0
real_estate,real_estate,riyadh,jeddah,medium,medium,medium,large,0.147,0.192,0.342,5,0
real_estate,real_estate,jeddah,dammam,medium,low,medium,small,0.12,0.192,0.535,5,0
agriculture,agriculture,dammam,dammam,low,low,medium,small,0.079,0.165,0.729,6,1
agriculture,agriculture,dammam,dammam,high,medium,large,large,0.152,0.162,0.548,7,1
tech,real_estate,riyadh,dammam,low,low,small,large,0.114,0.08,0.245,2,0
tech,tech,dammam,dammam,low,high,small,small,0.097,0.193,0.276,5,0
tech,tech,riyadh,riyadh,low,medium,medium,large,0.146,0.118,0.512,3,0
tech,agriculture,riyadh,jeddah,medium,medium,small,large,0.136,0.101,0.499,2,0
real_estate,real_estate,riyadh,dammam,medium,medium,small,small,0.14,0.096,0.731,5,1
tech,agriculture,dammam,dammam,low,high,large,small,0.077,0.153,0.492,2,0
tech,real_estate,dammam,dammam,high,high,small,medium,0.165,0.206,0.791,4,1
tech,real_estate,dammam,jeddah,medium,medium,large,medium,0.179,0.125,0.292,2,0
real_estate,real_estate,jeddah,jeddah,high,medium,medium,large,0.103,0.192,0.744,6,1
agriculture,agriculture,riyadh,riyadh,medium,medium,small,small,0.148,0.118,0.745,6,1
tech,real_estate,dammam,dammam,medium,medium,large,medium,0.168,0.201,0.79,4,1
tech,tech,jeddah,dammam,medium,medium,medium,medium,0.107,0.088,0.744,5,1
agriculture,agriculture,riyadh,riyadh,high,medium,small,small,0.132,0.139,0.527,7,1
tech,tech,jeddah,jeddah,medium,medium,medium,medium,0.18,0.171,0.776,6,1
agriculture,real_estate,jeddah,jeddah,high,high,medium,small,0.087,0.132,0.994,4,1
agriculture,tech,riyadh,dammam,medium,medium,large,large,0.136,0.206,0.336,4,0
agriculture,agriculture,jeddah,riyadh,low,low,small,small,0.165,0.116,0.506,5,0
tech,real_estate,dammam,dammam,low,medium,small,medium,0.112,0.201,0.074,2,0
agriculture,tech,dammam,jeddah,medium,medium,medium,medium,0.08,0.171,0.964,4,1
agriculture,tech,jeddah,jeddah,low,low,large,medium,0.167,0.152,0.544,3,0
real_estate,real_estate,riyadh,jeddah,medium,medium,medium,medium,0.094,0.125,0.508,6,0
agriculture,tech,jeddah,jeddah,medium,low,medium,medium,0.072,0.152,0.729,5,1
real_estate,agriculture,dammam,riyadh,medium,medium,small,small,0.101,0.118,1.0,4,1
agriculture,agriculture,dammam,riyadh,high,low,small,small,0.161,0.202,0.364,6,0
tech,tech,jeddah,dammam,high,medium,large,small,0.08,0.117,0.006,5,0
agriculture,agriculture,jeddah,jeddah,medium,high,small,small,0.075,0.089,0.75,5,1
real_estate,real_estate,jeddah,dammam,low,low,medium,large,0.096,0.091,0.997,4,1
agriculture,tech,riyadh,dammam,medium,medium,small,small,0.176,0.117,0.28,3,0
agriculture,agriculture,dammam,dammam,low,low,small,medium,0.122,0.166,0.765,6,1
tech,tech,riyadh,riyadh,low,medium,small,large,0.118,0.139,0.283,4,0
agriculture,tech,dammam,dammam,medium,medium,large,medium,0.082,0.088,0.501,4,0
tech,tech,jeddah,jeddah,high,medium,large,large,0.107,0.177,0.753,7,1
tech,real_estate,dammam,riyadh,medium,high,medium,small,0.077,0.085,0.25,1,0
real_estate,agriculture,riyadh,riyadh,high,high,medium,medium,0.179,0.178,0.358,4,0
agriculture,tech,dammam,riyadh,medium,medium,medium,small,0.076,0.194,0.705,3,0
tech,tech,dammam,dammam,low,medium,medium,small,0.108,0.117,0.022,4,0
real_estate,tech,jeddah,dammam,medium,medium,small,small,0.09,0.128,0.015,4,0
tech,tech,jeddah,jeddah,medium,medium,large,medium,0.155,0.171,0.777,6,1
tech,tech,jeddah,riyadh,medium,medium,medium,large,0.168,0.139,0.084,4,0
tech,tech,riyadh,jeddah,medium,medium,medium,small,0.081,0.115,0.749,5,1
tech,tech,jeddah,dammam,high,medium,medium,small,0.1,0.128,0.755,5,1
agriculture,agriculture,jeddah,riyadh,low,low,small,small,0.137,0.177,0.773,6,1
agriculture,agriculture,jeddah,dammam,medium,low,medium,small,0.083,0.125,0.749,5,1
real_estate,agriculture,jeddah,jeddah,high,medium,medium,medium,0.105,0.16,0.755,5,1
real_estate,agriculture,dammam,riyadh,medium,high,small,medium,0.077,0.15,0.735,1,0
tech,tech,riyadh,riyadh,medium,low,small,small,0.091,0.15,0.747,7,1
tech,agriculture,jeddah,dammam,medium,medium,medium,medium,0.139,0.094,0.253,3,0
tech,real_estate,dammam,jeddah,low,low,large,large,0.111,0.182,0.525,4,0
real_estate,real_estate,riyadh,dammam,medium,low,large,small,0.105,0.192,0.746,5,1
agriculture,agriculture,jeddah,jeddah,medium,low,large,large,0.151,0.197,0.566,7,1
tech,real_estate,dammam,jeddah,low,medium,large,large,0.077,0.192,0.476,2,0
real_estate,tech,riyadh,dammam,low,low,small,small,0.133,0.141,0.763,4,0
agriculture,tech,jeddah,riyadh,low,medium,large,medium,0.134,0.163,0.77,1,0
agriculture,tech,jeddah,riyadh,low,low,small,small,0.137,0.15,0.303,4,0
tech,tech,jeddah,riyadh,medium,medium,medium,large,0.091,0.139,0.75,5,1
real_estate,tech,riyadh,riyadh,low,low,small,small,0.133,0.15,0.766,5,1
tech,tech,dammam,riyadh,low,low,medium,small,0.178,0.15,0.107,4,0
tech,agriculture,dammam,dammam,low,medium,small,medium,0.097,0.094,0.254,1,0
real_estate,agriculture,jeddah,riyadh,high,medium,medium,small,0.073,0.118,0.25,3,0
tech,tech,dammam,dammam,medium,medium,large,large,0.179,0.206,0.591,7,1
real_estate,real_estate,dammam,dammam,low,low,medium,large,0.08,0.091,0.002,6,0
tech,tech,jeddah,jeddah,medium,medium,small,small,0.07,0.138,0.734,7,1
real_estate,agriculture,riyadh,riyadh,high,high,small,small,0.142,0.123,0.752,4,0
tech,tech,riyadh,dammam,medium,medium,medium,large,0.117,0.206,0.755,5,1
tech,tech,riyadh,riyadh,medium,medium,small,large,0.167,0.118,0.734,5,1
agriculture,tech,riyadh,riyadh,high,low,small,small,0.109,0.173,0.756,5,1
real_estate,tech,jeddah,dammam,medium,medium,large,large,0.124,0.206,0.541,4,0
tech,agriculture,jeddah,riyadh,low,high,large,medium,0.15,0.178,0.113,1,0
agriculture,agriculture,jeddah,jeddah,medium,medium,medium,medium,0.08,0.173,0.725,7,1
tech,tech,jeddah,riyadh,medium,medium,medium,small,0.17,0.187,0.786,5,1
tech,agriculture,jeddah,dammam,medium,low,small,medium,0.172,0.166,0.123,2,0
tech,agriculture,dammam,riyadh,low,high,large,small,0.111,0.172,0.291,1,0
real_estate,tech,dammam,dammam,low,medium,medium,large,0.179,0.206,0.999,2,1
real_estate,real_estate,jeddah,dammam,low,medium,medium,medium,0.105,0.201,0.969,4,1
tech,tech,riyadh,riyadh,high,medium,large,large,0.083,0.139,0.501,7,1
tech,agriculture,jeddah,riyadh,low,medium,small,small,0.151,0.124,0.285,1,0
tech,tech,jeddah,riyadh,medium,medium,large,small,0.136,0.194,0.774,5,1
tech,tech,jeddah,riyadh,medium,high,small,small,0.07,0.098,0.748,4,0
agriculture,agriculture,dammam,dammam,medium,medium,small,small,0.143,0.201,0.778,7,1
real_estate,agriculture,riyadh,riyadh,high,low,medium,small,0.14,0.202,0.995,4,1
real_estate,tech,jeddah,jeddah,high,low,medium,medium,0.114,0.128,1.0,5,1
real_estate,real_estate,jeddah,dammam,medium,medium,small,small,0.158,0.096,0.021,5,0
agriculture,agriculture,riyadh,jeddah,high,medium,large,small,0.159,0.169,0.114,5,0
real_estate,real_estate,jeddah,dammam,medium,medium,small,small,0.108,0.096,0.256,5,0
agriculture,tech,riyadh,jeddah,high,medium,medium,small,0.109,0.136,0.517,3,0
real_estate,tech,dammam,dammam,medium,medium,small,small,0.108,0.083,0.987,4,1
tech,real_estate,riyadh,jeddah,medium,low,medium,large,0.087,0.182,0.261,3,0
real_estate,real_estate,jeddah,jeddah,low,medium,large,large,0.117,0.192,0.759,5,1
agriculture,tech,dammam,dammam,medium,medium,medium,medium,0.133,0.088,0.969,4,1
real_estate,tech,riyadh,jeddah,low,medium,large,large,0.093,0.142,0.994,2,1
tech,tech,riyadh,dammam,medium,medium,medium,small,0.081,0.117,0.749,5,1
tech,tech,jeddah,dammam,medium,medium,large,medium,0.105,0.175,0.518,5,0
tech,agriculture,dammam,jeddah,high,medium,medium,large,0.128,0.085,0.246,2,0
tech,agriculture,jeddah,dammam,high,low,small,medium,0.106,0.136,0.516,3,0
agriculture,agriculture,riyadh,dammam,medium,low,large,medium,0.133,0.166,0.77,5,1
